ID;PROP_ID;COMP_ID;LiquidViscosityA;LiquidViscosityB;LiquidViscosityC;LiquidViscosityD;LiquidViscosityTmin;LiquidViscosityTmax
20757;12468;20760;-12321;-12321;-12321;-12321;-12321;-12321
20758;9089;20761;-12321;-12321;-12321;-12321;-12321;-12321
20759;14213;20762;-12321;-12321;-12321;-12321;-12321;-12321
20760;19277;20763;-12321;-12321;-12321;-12321;-12321;-12321
20761;11021;20764;-12321;-12321;-12321;-12321;-12321;-12321
20762;10157;20765;-12321;-12321;-12321;-12321;-12321;-12321
20763;6884;20766;-12321;-12321;-12321;-12321;-12321;-12321
20764;11102;20767;-12321;-12321;-12321;-12321;-12321;-12321
20765;7128;20768;-12321;-12321;-12321;-12321;-12321;-12321
20766;6883;20769;-12321;-12321;-12321;-12321;-12321;-12321
20767;8250;20770;-12321;-12321;-12321;-12321;-12321;-12321
20768;11416;20771;-12321;-12321;-12321;-12321;-12321;-12321
20769;12966;20772;-12321;-12321;-12321;-12321;-12321;-12321
20770;10265;20773;-12321;-12321;-12321;-12321;-12321;-12321
20771;18131;20774;-12321;-12321;-12321;-12321;-12321;-12321
20772;19163;20775;-12321;-12321;-12321;-12321;-12321;-12321
20773;18133;20776;-12321;-12321;-12321;-12321;-12321;-12321
20774;18129;20777;-12321;-12321;-12321;-12321;-12321;-12321
20775;12965;20778;-12321;-12321;-12321;-12321;-12321;-12321
20776;13119;20779;-12321;-12321;-12321;-12321;-12321;-12321
20777;14418;20780;-12321;-12321;-12321;-12321;-12321;-12321
20778;14417;20781;-12321;-12321;-12321;-12321;-12321;-12321
20779;11819;20782;-12321;-12321;-12321;-12321;-12321;-12321
20780;19267;20783;-12321;-12321;-12321;-12321;-12321;-12321
20781;14419;20784;-12321;-12321;-12321;-12321;-12321;-12321
20782;18132;20785;-12321;-12321;-12321;-12321;-12321;-12321
20783;18130;20786;-12321;-12321;-12321;-12321;-12321;-12321
20784;12843;20787;-12321;-12321;-12321;-12321;-12321;-12321
20785;19162;20788;-12321;-12321;-12321;-12321;-12321;-12321
20786;10814;20789;-12321;-12321;-12321;-12321;-12321;-12321
20787;5880;20790;-12321;-12321;-12321;-12321;-12321;-12321
20788;12830;20791;-12321;-12321;-12321;-12321;-12321;-12321
20789;17111;20792;-12321;-12321;-12321;-12321;-12321;-12321
20790;11394;20793;-12321;-12321;-12321;-12321;-12321;-12321
20791;18134;20794;-12321;-12321;-12321;-12321;-12321;-12321
20792;18135;20795;-12321;-12321;-12321;-12321;-12321;-12321
20793;17112;20796;-12321;-12321;-12321;-12321;-12321;-12321
20794;10155;20797;-12321;-12321;-12321;-12321;-12321;-12321
20795;13091;20798;-12321;-12321;-12321;-12321;-12321;-12321
20796;16986;20799;-12321;-12321;-12321;-12321;-12321;-12321
20797;17246;20800;-12321;-12321;-12321;-12321;-12321;-12321
20798;12403;20801;-12321;-12321;-12321;-12321;-12321;-12321
20799;5819;20802;-12321;-12321;-12321;-12321;-12321;-12321
20800;17281;20803;-12321;-12321;-12321;-12321;-12321;-12321
20801;16722;20804;-12321;-12321;-12321;-12321;-12321;-12321
20802;12701;20805;-12321;-12321;-12321;-12321;-12321;-12321
20803;17221;20806;-12321;-12321;-12321;-12321;-12321;-12321
20804;11287;20807;-12321;-12321;-12321;-12321;-12321;-12321
20805;11291;20808;-12321;-12321;-12321;-12321;-12321;-12321
20806;5950;20809;-12321;-12321;-12321;-12321;-12321;-12321
20807;12278;20810;-12321;-12321;-12321;-12321;-12321;-12321
20808;16934;20811;-12321;-12321;-12321;-12321;-12321;-12321
20809;8230;20812;-12321;-12321;-12321;-12321;-12321;-12321
20810;5508;20813;-12321;-12321;-12321;-12321;-12321;-12321
20811;2654;20814;-24.840057;3032.5046;3.4575999E-2;-0.000028;293;647
20812;6121;20815;-12321;-12321;-12321;-12321;-12321;-12321
20813;16979;20816;-12321;-12321;-12321;-12321;-12321;-12321
20814;17416;20817;-12321;-12321;-12321;-12321;-12321;-12321
20815;17578;20818;-12321;-12321;-12321;-12321;-12321;-12321
20816;16886;20819;-12321;-12321;-12321;-12321;-12321;-12321
20817;16887;20820;-12321;-12321;-12321;-12321;-12321;-12321
20818;16884;20821;-12321;-12321;-12321;-12321;-12321;-12321
20819;16885;20822;-12321;-12321;-12321;-12321;-12321;-12321
20820;7528;20823;-12321;-12321;-12321;-12321;-12321;-12321
20821;5818;20824;-12321;-12321;-12321;-12321;-12321;-12321
20822;14449;20825;-12321;-12321;-12321;-12321;-12321;-12321
20823;13625;20826;-113.53987;14794.407;0.27552599;-2.5099999E-4;273.00006;356.10004
20824;10784;20827;-12321;-12321;-12321;-12321;-12321;-12321
20825;10702;20828;-12321;-12321;-12321;-12321;-12321;-12321
20826;17286;20829;-12321;-12321;-12321;-12321;-12321;-12321
20827;16912;20830;-12321;-12321;-12321;-12321;-12321;-12321
20828;13894;20831;-34.421268;4339.7026;6.0327999E-2;-5.0999999E-5;345.38605;393.54352
20829;8637;20832;-12321;-12321;-12321;-12321;-12321;-12321
20830;10445;20833;-12321;-12321;-12321;-12321;-12321;-12321
20831;16223;20834;-12321;-12321;-12321;-12321;-12321;-12321
20832;17220;20835;-12321;-12321;-12321;-12321;-12321;-12321
20833;16456;20836;-12321;-12321;-12321;-12321;-12321;-12321
20834;10699;20837;-12321;-12321;-12321;-12321;-12321;-12321
20835;6326;20838;-12321;-12321;-12321;-12321;-12321;-12321
20836;14937;20839;-12321;-12321;-12321;-12321;-12321;-12321
20837;9333;20840;-12321;-12321;-12321;-12321;-12321;-12321
20838;17228;20841;-12321;-12321;-12321;-12321;-12321;-12321
20839;15216;20842;-12321;-12321;-12321;-12321;-12321;-12321
20840;17230;20843;-25.580158;3146.9009;0.041531;-3.9999999E-5;295;345
20841;17229;20844;-12321;-12321;-12321;-12321;-12321;-12321
20842;10381;20845;-12321;-12321;-12321;-12321;-12321;-12321
20843;9607;20846;-12321;-12321;-12321;-12321;-12321;-12321
20844;13978;20847;-12321;-12321;-12321;-12321;-12321;-12321
20845;17190;20848;-12321;-12321;-12321;-12321;-12321;-12321
20846;15104;20849;-12321;-12321;-12321;-12321;-12321;-12321
20847;11714;20850;-12321;-12321;-12321;-12321;-12321;-12321
20848;11393;20851;-12321;-12321;-12321;-12321;-12321;-12321
20849;12524;20852;-12321;-12321;-12321;-12321;-12321;-12321
20850;9938;20853;-12321;-12321;-12321;-12321;-12321;-12321
20851;12523;20854;-12321;-12321;-12321;-12321;-12321;-12321
20852;12114;20855;-12321;-12321;-12321;-12321;-12321;-12321
20853;11135;20856;-12321;-12321;-12321;-12321;-12321;-12321
20854;11136;20857;-12321;-12321;-12321;-12321;-12321;-12321
20855;11299;20858;-12321;-12321;-12321;-12321;-12321;-12321
20856;11298;20859;-12321;-12321;-12321;-12321;-12321;-12321
20857;17283;20860;-12321;-12321;-12321;-12321;-12321;-12321
20858;17284;20861;-12321;-12321;-12321;-12321;-12321;-12321
20859;17304;20862;-12321;-12321;-12321;-12321;-12321;-12321
20860;17291;20863;-12321;-12321;-12321;-12321;-12321;-12321
20861;17292;20864;-12321;-12321;-12321;-12321;-12321;-12321
20862;17273;20865;-12321;-12321;-12321;-12321;-12321;-12321
20863;12107;20866;-12321;-12321;-12321;-12321;-12321;-12321
20864;16476;20867;-12321;-12321;-12321;-12321;-12321;-12321
20865;14954;20868;-12321;-12321;-12321;-12321;-12321;-12321
20866;16757;20869;-12321;-12321;-12321;-12321;-12321;-12321
20867;17085;20870;-12321;-12321;-12321;-12321;-12321;-12321
20868;17334;20871;-12321;-12321;-12321;-12321;-12321;-12321
20869;14924;20872;-12321;-12321;-12321;-12321;-12321;-12321
20870;16758;20873;-12321;-12321;-12321;-12321;-12321;-12321
20871;12132;20874;-12321;-12321;-12321;-12321;-12321;-12321
20872;13749;20875;-12321;-12321;-12321;-12321;-12321;-12321
20873;8234;20876;-12321;-12321;-12321;-12321;-12321;-12321
20874;11484;20877;-12321;-12321;-12321;-12321;-12321;-12321
20875;17288;20878;-12321;-12321;-12321;-12321;-12321;-12321
20876;17301;20879;-12321;-12321;-12321;-12321;-12321;-12321
20877;17409;20880;-12321;-12321;-12321;-12321;-12321;-12321
20878;17361;20881;-12321;-12321;-12321;-12321;-12321;-12321
20879;17302;20882;-12321;-12321;-12321;-12321;-12321;-12321
20880;8228;20883;-12321;-12321;-12321;-12321;-12321;-12321
20881;14677;20884;-12321;-12321;-12321;-12321;-12321;-12321
20882;17336;20885;-12321;-12321;-12321;-12321;-12321;-12321
20883;10456;20886;-12321;-12321;-12321;-12321;-12321;-12321
20884;15810;20887;-12321;-12321;-12321;-12321;-12321;-12321
20885;16732;20888;-12321;-12321;-12321;-12321;-12321;-12321
20886;10267;20889;-12321;-12321;-12321;-12321;-12321;-12321
20887;11990;20890;-12321;-12321;-12321;-12321;-12321;-12321
20888;5790;20891;-12321;-12321;-12321;-12321;-12321;-12321
20889;14407;20892;-12321;-12321;-12321;-12321;-12321;-12321
20890;8397;20893;-12321;-12321;-12321;-12321;-12321;-12321
20891;9979;20894;-12321;-12321;-12321;-12321;-12321;-12321
20892;14168;20895;-12321;-12321;-12321;-12321;-12321;-12321
20893;13387;20896;-12321;-12321;-12321;-12321;-12321;-12321
20894;17263;20897;-12321;-12321;-12321;-12321;-12321;-12321
20895;17293;20898;-12321;-12321;-12321;-12321;-12321;-12321
20896;17579;20899;-12321;-12321;-12321;-12321;-12321;-12321
20897;5973;20900;-12321;-12321;-12321;-12321;-12321;-12321
20898;6375;20901;-12321;-12321;-12321;-12321;-12321;-12321
20899;9976;20902;-12321;-12321;-12321;-12321;-12321;-12321
20900;15026;20903;-12321;-12321;-12321;-12321;-12321;-12321
20901;16380;20904;-12321;-12321;-12321;-12321;-12321;-12321
20902;17415;20905;-12321;-12321;-12321;-12321;-12321;-12321
20903;17398;20906;-12321;-12321;-12321;-12321;-12321;-12321
20904;16764;20907;-12321;-12321;-12321;-12321;-12321;-12321
20905;12344;20908;-12321;-12321;-12321;-12321;-12321;-12321
20906;6133;20909;-12321;-12321;-12321;-12321;-12321;-12321
20907;17118;20910;-12321;-12321;-12321;-12321;-12321;-12321
20908;17285;20911;-12321;-12321;-12321;-12321;-12321;-12321
20909;16763;20912;-12321;-12321;-12321;-12321;-12321;-12321
20910;16762;20913;-12321;-12321;-12321;-12321;-12321;-12321
20911;11627;20914;-12321;-12321;-12321;-12321;-12321;-12321
20912;17275;20915;-12321;-12321;-12321;-12321;-12321;-12321
20913;8650;20916;-12321;-12321;-12321;-12321;-12321;-12321
20914;10457;20917;-52.104603;7977.6172;9.1113001E-2;-6.8000001E-5;252.56;542.83899
20915;10374;20918;-12321;-12321;-12321;-12321;-12321;-12321
20916;17303;20919;-12321;-12321;-12321;-12321;-12321;-12321
20917;17295;20920;-12321;-12321;-12321;-12321;-12321;-12321
20918;9488;20921;-12321;-12321;-12321;-12321;-12321;-12321
20919;12557;20922;-12321;-12321;-12321;-12321;-12321;-12321
20920;11757;20923;-12321;-12321;-12321;-12321;-12321;-12321
20921;17668;20924;-12321;-12321;-12321;-12321;-12321;-12321
20922;11293;20925;-12321;-12321;-12321;-12321;-12321;-12321
20923;11756;20926;-12321;-12321;-12321;-12321;-12321;-12321
20924;12556;20927;-12321;-12321;-12321;-12321;-12321;-12321
20925;17289;20928;-12321;-12321;-12321;-12321;-12321;-12321
20926;6496;20929;-12321;-12321;-12321;-12321;-12321;-12321
20927;13660;20930;-12321;-12321;-12321;-12321;-12321;-12321
20928;9813;20931;-12321;-12321;-12321;-12321;-12321;-12321
20929;14855;20932;-12321;-12321;-12321;-12321;-12321;-12321
20930;13837;20933;-12321;-12321;-12321;-12321;-12321;-12321
20931;19061;20934;-12321;-12321;-12321;-12321;-12321;-12321
20932;17306;20935;-12321;-12321;-12321;-12321;-12321;-12321
20933;7268;20936;-12321;-12321;-12321;-12321;-12321;-12321
20934;12291;20937;-12321;-12321;-12321;-12321;-12321;-12321
20935;7944;20938;-12321;-12321;-12321;-12321;-12321;-12321
20936;11041;20939;-12321;-12321;-12321;-12321;-12321;-12321
20937;10299;20940;-12321;-12321;-12321;-12321;-12321;-12321
20938;18173;20941;-12321;-12321;-12321;-12321;-12321;-12321
20939;16702;20942;-12321;-12321;-12321;-12321;-12321;-12321
20940;18171;20943;-12321;-12321;-12321;-12321;-12321;-12321
20941;12197;20944;-12321;-12321;-12321;-12321;-12321;-12321
20942;12900;20945;-12321;-12321;-12321;-12321;-12321;-12321
20943;12902;20946;-12321;-12321;-12321;-12321;-12321;-12321
20944;11174;20947;-12321;-12321;-12321;-12321;-12321;-12321
20945;13018;20948;-12321;-12321;-12321;-12321;-12321;-12321
20946;11889;20949;-12321;-12321;-12321;-12321;-12321;-12321
20947;18190;20950;-12321;-12321;-12321;-12321;-12321;-12321
20948;11034;20951;-12321;-12321;-12321;-12321;-12321;-12321
20949;18169;20952;-12321;-12321;-12321;-12321;-12321;-12321
20950;18188;20953;-12321;-12321;-12321;-12321;-12321;-12321
20951;14386;20954;-12321;-12321;-12321;-12321;-12321;-12321
20952;18175;20955;-12321;-12321;-12321;-12321;-12321;-12321
20953;18291;20956;-12321;-12321;-12321;-12321;-12321;-12321
20954;6995;20957;-12321;-12321;-12321;-12321;-12321;-12321
20955;7752;20958;-12321;-12321;-12321;-12321;-12321;-12321
20956;8679;20959;-12321;-12321;-12321;-12321;-12321;-12321
20957;7911;20960;-12321;-12321;-12321;-12321;-12321;-12321
20958;13176;20961;-12321;-12321;-12321;-12321;-12321;-12321
20959;18234;20962;-12321;-12321;-12321;-12321;-12321;-12321
20960;18263;20963;-12321;-12321;-12321;-12321;-12321;-12321
20961;12943;20964;-12321;-12321;-12321;-12321;-12321;-12321
20962;18231;20965;-12321;-12321;-12321;-12321;-12321;-12321
20963;7248;20966;-12321;-12321;-12321;-12321;-12321;-12321
20964;12003;20967;-12321;-12321;-12321;-12321;-12321;-12321
20965;18303;20968;-12321;-12321;-12321;-12321;-12321;-12321
20966;8090;20969;-12321;-12321;-12321;-12321;-12321;-12321
20967;18289;20970;-12321;-12321;-12321;-12321;-12321;-12321
20968;18602;20971;-12321;-12321;-12321;-12321;-12321;-12321
20969;19217;20972;-12321;-12321;-12321;-12321;-12321;-12321
20970;19372;20973;-12321;-12321;-12321;-12321;-12321;-12321
20971;18605;20974;-12321;-12321;-12321;-12321;-12321;-12321
20972;19404;20975;-12321;-12321;-12321;-12321;-12321;-12321
20973;6936;20976;-12321;-12321;-12321;-12321;-12321;-12321
20974;10716;20977;-12321;-12321;-12321;-12321;-12321;-12321
20975;10885;20978;-12321;-12321;-12321;-12321;-12321;-12321
20976;16501;20979;-12321;-12321;-12321;-12321;-12321;-12321
20977;6175;20980;-12321;-12321;-12321;-12321;-12321;-12321
20978;18227;20981;-12321;-12321;-12321;-12321;-12321;-12321
20979;13340;20982;-12321;-12321;-12321;-12321;-12321;-12321
20980;11669;20983;-12321;-12321;-12321;-12321;-12321;-12321
20981;10651;20984;-12321;-12321;-12321;-12321;-12321;-12321
20982;11891;20985;-12321;-12321;-12321;-12321;-12321;-12321
20983;8092;20986;-12321;-12321;-12321;-12321;-12321;-12321
20984;19408;20987;-12321;-12321;-12321;-12321;-12321;-12321
20985;12002;20988;-12321;-12321;-12321;-12321;-12321;-12321
20986;7836;20989;-12321;-12321;-12321;-12321;-12321;-12321
20987;9585;20990;-12321;-12321;-12321;-12321;-12321;-12321
20988;11548;20991;-12321;-12321;-12321;-12321;-12321;-12321
20989;6139;20992;-12321;-12321;-12321;-12321;-12321;-12321
20990;5689;20993;-12321;-12321;-12321;-12321;-12321;-12321
20991;15065;20994;-12321;-12321;-12321;-12321;-12321;-12321
20992;15060;20995;-12321;-12321;-12321;-12321;-12321;-12321
20993;15063;20996;-12321;-12321;-12321;-12321;-12321;-12321
20994;15062;20997;-12321;-12321;-12321;-12321;-12321;-12321
20995;13291;20998;-12321;-12321;-12321;-12321;-12321;-12321
20996;11915;20999;-12321;-12321;-12321;-12321;-12321;-12321
20997;15061;21000;-12321;-12321;-12321;-12321;-12321;-12321
20998;18260;21001;-12321;-12321;-12321;-12321;-12321;-12321
20999;18257;21002;-12321;-12321;-12321;-12321;-12321;-12321
21000;11101;21003;-12321;-12321;-12321;-12321;-12321;-12321
21001;10887;21004;-12321;-12321;-12321;-12321;-12321;-12321
21002;10968;21005;-12321;-12321;-12321;-12321;-12321;-12321
21003;9804;21006;-12321;-12321;-12321;-12321;-12321;-12321
21004;10884;21007;-12321;-12321;-12321;-12321;-12321;-12321
21005;10888;21008;-12321;-12321;-12321;-12321;-12321;-12321
21006;10889;21009;-12321;-12321;-12321;-12321;-12321;-12321
21007;10890;21010;-12321;-12321;-12321;-12321;-12321;-12321
21008;6301;21011;-12321;-12321;-12321;-12321;-12321;-12321
21009;15064;21012;-12321;-12321;-12321;-12321;-12321;-12321
21010;15066;21013;-12321;-12321;-12321;-12321;-12321;-12321
21011;12534;21014;-12321;-12321;-12321;-12321;-12321;-12321
21012;11657;21015;-12321;-12321;-12321;-12321;-12321;-12321
21013;9077;21016;-12321;-12321;-12321;-12321;-12321;-12321
21014;9848;21017;-12321;-12321;-12321;-12321;-12321;-12321
21015;8126;21018;-12321;-12321;-12321;-12321;-12321;-12321
21016;11192;21019;-12321;-12321;-12321;-12321;-12321;-12321
21017;6163;21020;-12321;-12321;-12321;-12321;-12321;-12321
21018;9742;21021;-12321;-12321;-12321;-12321;-12321;-12321
21019;9741;21022;-12321;-12321;-12321;-12321;-12321;-12321
21020;11749;21023;-12321;-12321;-12321;-12321;-12321;-12321
21021;7080;21024;-12321;-12321;-12321;-12321;-12321;-12321
21022;11739;21025;-12321;-12321;-12321;-12321;-12321;-12321
21023;12728;21026;-12321;-12321;-12321;-12321;-12321;-12321
21024;12997;21027;-12321;-12321;-12321;-12321;-12321;-12321
21025;6967;21028;-12321;-12321;-12321;-12321;-12321;-12321
21026;7031;21029;-12321;-12321;-12321;-12321;-12321;-12321
21027;11476;21030;-12321;-12321;-12321;-12321;-12321;-12321
21028;10798;21031;-12321;-12321;-12321;-12321;-12321;-12321
21029;12535;21032;-12321;-12321;-12321;-12321;-12321;-12321
21030;12328;21033;-12321;-12321;-12321;-12321;-12321;-12321
21031;10519;21034;-12321;-12321;-12321;-12321;-12321;-12321
21032;9806;21035;-12321;-12321;-12321;-12321;-12321;-12321
21033;5677;21036;-12321;-12321;-12321;-12321;-12321;-12321
21034;12200;21037;-12321;-12321;-12321;-12321;-12321;-12321
21035;9823;21038;-12321;-12321;-12321;-12321;-12321;-12321
21036;12169;21039;-12321;-12321;-12321;-12321;-12321;-12321
21037;5882;21040;-12321;-12321;-12321;-12321;-12321;-12321
21038;12678;21041;-12321;-12321;-12321;-12321;-12321;-12321
21039;12159;21042;-12321;-12321;-12321;-12321;-12321;-12321
21040;15827;21043;-12321;-12321;-12321;-12321;-12321;-12321
21041;14304;21044;-12321;-12321;-12321;-12321;-12321;-12321
21042;8427;21045;-12321;-12321;-12321;-12321;-12321;-12321
21043;9392;21046;-12321;-12321;-12321;-12321;-12321;-12321
21044;8474;21047;-12321;-12321;-12321;-12321;-12321;-12321
21045;11460;21048;-12321;-12321;-12321;-12321;-12321;-12321
21046;13402;21049;-12321;-12321;-12321;-12321;-12321;-12321
21047;12922;21050;-12321;-12321;-12321;-12321;-12321;-12321
21048;12967;21051;-12321;-12321;-12321;-12321;-12321;-12321
21049;14567;21052;-12321;-12321;-12321;-12321;-12321;-12321
21050;9934;21053;-12321;-12321;-12321;-12321;-12321;-12321
21051;13408;21054;-12321;-12321;-12321;-12321;-12321;-12321
21052;9202;21055;-12321;-12321;-12321;-12321;-12321;-12321
21053;14470;21056;-12321;-12321;-12321;-12321;-12321;-12321
21054;15223;21057;-12321;-12321;-12321;-12321;-12321;-12321
21055;14226;21058;-12321;-12321;-12321;-12321;-12321;-12321
21056;13748;21059;-12321;-12321;-12321;-12321;-12321;-12321
21057;13117;21060;-12321;-12321;-12321;-12321;-12321;-12321
21058;14234;21061;-12321;-12321;-12321;-12321;-12321;-12321
21059;12982;21062;-12321;-12321;-12321;-12321;-12321;-12321
21060;7507;21063;-12321;-12321;-12321;-12321;-12321;-12321
21061;16031;21064;-12321;-12321;-12321;-12321;-12321;-12321
21062;14402;21065;-12321;-12321;-12321;-12321;-12321;-12321
21063;15268;21066;-12321;-12321;-12321;-12321;-12321;-12321
21064;13089;21067;-12321;-12321;-12321;-12321;-12321;-12321
21065;15630;21068;-12321;-12321;-12321;-12321;-12321;-12321
21066;15628;21069;-12321;-12321;-12321;-12321;-12321;-12321
21067;14434;21070;-12321;-12321;-12321;-12321;-12321;-12321
21068;15265;21071;-12321;-12321;-12321;-12321;-12321;-12321
21069;11492;21072;-12321;-12321;-12321;-12321;-12321;-12321
21070;19398;21073;-12321;-12321;-12321;-12321;-12321;-12321
21071;11585;21074;-12321;-12321;-12321;-12321;-12321;-12321
21072;14130;21075;-12321;-12321;-12321;-12321;-12321;-12321
21073;11881;21076;-12321;-12321;-12321;-12321;-12321;-12321
21074;13474;21077;-12321;-12321;-12321;-12321;-12321;-12321
21075;19399;21078;-12321;-12321;-12321;-12321;-12321;-12321
21076;13771;21079;-12321;-12321;-12321;-12321;-12321;-12321
21077;19413;21080;-12321;-12321;-12321;-12321;-12321;-12321
21078;8518;21081;-12321;-12321;-12321;-12321;-12321;-12321
21079;19397;21082;-12321;-12321;-12321;-12321;-12321;-12321
21080;11586;21083;-12321;-12321;-12321;-12321;-12321;-12321
21081;10134;21084;-12321;-12321;-12321;-12321;-12321;-12321
21082;6487;21085;-12321;-12321;-12321;-12321;-12321;-12321
21083;13770;21086;-12321;-12321;-12321;-12321;-12321;-12321
21084;11924;21087;-12321;-12321;-12321;-12321;-12321;-12321
21085;19412;21088;-12321;-12321;-12321;-12321;-12321;-12321
21086;19400;21089;-12321;-12321;-12321;-12321;-12321;-12321
21087;14659;21090;-12321;-12321;-12321;-12321;-12321;-12321
21088;13397;21091;-12321;-12321;-12321;-12321;-12321;-12321
21089;16030;21092;-12321;-12321;-12321;-12321;-12321;-12321
21090;16033;21093;-12321;-12321;-12321;-12321;-12321;-12321
21091;9040;21094;-116.06995;13810.229;0.299501;-0.000287;291.79999;335.39999
21092;9949;21095;-12321;-12321;-12321;-12321;-12321;-12321
21093;7061;21096;-12321;-12321;-12321;-12321;-12321;-12321
21094;13151;21097;-12321;-12321;-12321;-12321;-12321;-12321
