ID;PROP_ID;COMP_ID;SurfaceTensionA;SurfaceTensionB;SurfaceTensionN;SurfaceTensionTmin;SurfaceTensionTmax
21024;12997;21027;-12321;-12321;-12321;-12321;-12321
21025;6967;21028;-12321;-12321;-12321;-12321;-12321
21026;7031;21029;-12321;-12321;-12321;-12321;-12321
21027;11476;21030;-12321;-12321;-12321;-12321;-12321
21028;10798;21031;-12321;-12321;-12321;-12321;-12321
21029;12535;21032;-12321;-12321;-12321;-12321;-12321
21030;12328;21033;-12321;-12321;-12321;-12321;-12321
21031;10519;21034;-12321;-12321;-12321;-12321;-12321
21032;9806;21035;-12321;-12321;-12321;-12321;-12321
21033;5677;21036;-12321;-12321;-12321;-12321;-12321
21034;12200;21037;-12321;-12321;-12321;-12321;-12321
21035;9823;21038;-12321;-12321;-12321;-12321;-12321
21036;12169;21039;-12321;-12321;-12321;-12321;-12321
21037;5882;21040;-12321;-12321;-12321;-12321;-12321
21038;12678;21041;-12321;-12321;-12321;-12321;-12321
21039;12159;21042;-12321;-12321;-12321;-12321;-12321
21040;15827;21043;-12321;-12321;-12321;-12321;-12321
21041;14304;21044;-12321;-12321;-12321;-12321;-12321
21042;8427;21045;-12321;-12321;-12321;-12321;-12321
21043;9392;21046;-12321;-12321;-12321;-12321;-12321
21044;8474;21047;0.057195;659.79999;1.305506;203.045;659.79999
21045;11460;21048;-12321;-12321;-12321;-12321;-12321
21046;13402;21049;-12321;-12321;-12321;-12321;-12321
21047;12922;21050;-12321;-12321;-12321;-12321;-12321
21048;12967;21051;-12321;-12321;-12321;-12321;-12321
21049;14567;21052;-12321;-12321;-12321;-12321;-12321
21050;9934;21053;-12321;-12321;-12321;-12321;-12321
21051;13408;21054;-12321;-12321;-12321;-12321;-12321
21052;9202;21055;-12321;-12321;-12321;-12321;-12321
21053;14470;21056;-12321;-12321;-12321;-12321;-12321
21054;15223;21057;-12321;-12321;-12321;-12321;-12321
21055;14226;21058;-12321;-12321;-12321;-12321;-12321
21056;13748;21059;-12321;-12321;-12321;-12321;-12321
21057;13117;21060;-12321;-12321;-12321;-12321;-12321
21058;14234;21061;-12321;-12321;-12321;-12321;-12321
21059;12982;21062;-12321;-12321;-12321;-12321;-12321
21060;7507;21063;-12321;-12321;-12321;-12321;-12321
21061;16031;21064;-12321;-12321;-12321;-12321;-12321
21062;14402;21065;-12321;-12321;-12321;-12321;-12321
21063;15268;21066;-12321;-12321;-12321;-12321;-12321
21064;13089;21067;-12321;-12321;-12321;-12321;-12321
21065;15630;21068;-12321;-12321;-12321;-12321;-12321
21066;15628;21069;-12321;-12321;-12321;-12321;-12321
21067;14434;21070;-12321;-12321;-12321;-12321;-12321
21068;15265;21071;-12321;-12321;-12321;-12321;-12321
21069;11492;21072;-12321;-12321;-12321;-12321;-12321
21070;19398;21073;-12321;-12321;-12321;-12321;-12321
21071;11585;21074;-12321;-12321;-12321;-12321;-12321
21072;14130;21075;-12321;-12321;-12321;-12321;-12321
21073;11881;21076;-12321;-12321;-12321;-12321;-12321
21074;13474;21077;-12321;-12321;-12321;-12321;-12321
21075;19399;21078;-12321;-12321;-12321;-12321;-12321
21076;13771;21079;-12321;-12321;-12321;-12321;-12321
21077;19413;21080;-12321;-12321;-12321;-12321;-12321
21078;8518;21081;-12321;-12321;-12321;-12321;-12321
21079;19397;21082;-12321;-12321;-12321;-12321;-12321
21080;11586;21083;-12321;-12321;-12321;-12321;-12321
21081;10134;21084;-12321;-12321;-12321;-12321;-12321
21082;6487;21085;-12321;-12321;-12321;-12321;-12321
21083;13770;21086;-12321;-12321;-12321;-12321;-12321
21084;11924;21087;-12321;-12321;-12321;-12321;-12321
21085;19412;21088;-12321;-12321;-12321;-12321;-12321
21086;19400;21089;-12321;-12321;-12321;-12321;-12321
21087;14659;21090;-12321;-12321;-12321;-12321;-12321
21088;13397;21091;-12321;-12321;-12321;-12321;-12321
21089;16030;21092;-12321;-12321;-12321;-12321;-12321
21090;16033;21093;-12321;-12321;-12321;-12321;-12321
21091;9040;21094;-12321;-12321;-12321;-12321;-12321
21092;9949;21095;-12321;-12321;-12321;-12321;-12321
21093;7061;21096;-12321;-12321;-12321;-12321;-12321
21094;13151;21097;-12321;-12321;-12321;-12321;-12321
21095;13152;21098;-12321;-12321;-12321;-12321;-12321
21096;12283;21099;-12321;-12321;-12321;-12321;-12321
21097;12299;21100;-12321;-12321;-12321;-12321;-12321
21098;10610;21101;-12321;-12321;-12321;-12321;-12321
21099;16563;21102;-12321;-12321;-12321;-12321;-12321
21100;14232;21103;-12321;-12321;-12321;-12321;-12321
21101;8598;21104;-12321;-12321;-12321;-12321;-12321
21102;9363;21105;-12321;-12321;-12321;-12321;-12321
21103;16855;21106;-12321;-12321;-12321;-12321;-12321
21104;14305;21107;-12321;-12321;-12321;-12321;-12321
21105;10557;21108;-12321;-12321;-12321;-12321;-12321
21106;6955;21109;-12321;-12321;-12321;-12321;-12321
21107;10974;21110;-12321;-12321;-12321;-12321;-12321
21108;13435;21111;-12321;-12321;-12321;-12321;-12321
21109;10985;21112;-12321;-12321;-12321;-12321;-12321
21110;10563;21113;-12321;-12321;-12321;-12321;-12321
21111;11666;21114;-12321;-12321;-12321;-12321;-12321
21112;14023;21115;-12321;-12321;-12321;-12321;-12321
21113;14720;21116;-12321;-12321;-12321;-12321;-12321
21114;9109;21117;-12321;-12321;-12321;-12321;-12321
21115;8777;21118;-12321;-12321;-12321;-12321;-12321
21116;12559;21119;-12321;-12321;-12321;-12321;-12321
21117;8529;21120;-12321;-12321;-12321;-12321;-12321
21118;13293;21121;-12321;-12321;-12321;-12321;-12321
21119;10250;21122;-12321;-12321;-12321;-12321;-12321
21120;16853;21123;-12321;-12321;-12321;-12321;-12321
21121;13733;21124;-12321;-12321;-12321;-12321;-12321
21122;16854;21125;-12321;-12321;-12321;-12321;-12321
21123;10611;21126;-12321;-12321;-12321;-12321;-12321
21124;10505;21127;-12321;-12321;-12321;-12321;-12321
21125;13563;21128;-12321;-12321;-12321;-12321;-12321
21126;8809;21129;-12321;-12321;-12321;-12321;-12321
21127;8778;21130;-12321;-12321;-12321;-12321;-12321
21128;8776;21131;-12321;-12321;-12321;-12321;-12321
21129;14550;21132;-12321;-12321;-12321;-12321;-12321
21130;16032;21133;-12321;-12321;-12321;-12321;-12321
21131;14719;21134;-12321;-12321;-12321;-12321;-12321
21132;5519;21135;-12321;-12321;-12321;-12321;-12321
21133;11120;21136;-12321;-12321;-12321;-12321;-12321
21134;13390;21137;-12321;-12321;-12321;-12321;-12321
21135;12543;21138;-12321;-12321;-12321;-12321;-12321
21136;14969;21139;-12321;-12321;-12321;-12321;-12321
21137;12560;21140;-12321;-12321;-12321;-12321;-12321
21138;15331;21141;-12321;-12321;-12321;-12321;-12321
21139;11546;21142;-12321;-12321;-12321;-12321;-12321
21140;17817;21143;-12321;-12321;-12321;-12321;-12321
21141;10132;21144;-12321;-12321;-12321;-12321;-12321
21142;9790;21145;-12321;-12321;-12321;-12321;-12321
21143;6617;21146;-12321;-12321;-12321;-12321;-12321
21144;13838;21147;-12321;-12321;-12321;-12321;-12321
21145;19060;21148;-12321;-12321;-12321;-12321;-12321
21146;17308;21149;-12321;-12321;-12321;-12321;-12321
21147;7267;21150;-12321;-12321;-12321;-12321;-12321
21148;12949;21151;-12321;-12321;-12321;-12321;-12321
21149;9356;21152;-12321;-12321;-12321;-12321;-12321
21150;18174;21153;-12321;-12321;-12321;-12321;-12321
21151;18172;21154;-12321;-12321;-12321;-12321;-12321
21152;10601;21155;-12321;-12321;-12321;-12321;-12321
21153;13019;21156;-12321;-12321;-12321;-12321;-12321
21154;18189;21157;-12321;-12321;-12321;-12321;-12321
21155;18170;21158;-12321;-12321;-12321;-12321;-12321
21156;18187;21159;-12321;-12321;-12321;-12321;-12321
21157;18176;21160;-12321;-12321;-12321;-12321;-12321
21158;18292;21161;-12321;-12321;-12321;-12321;-12321
21159;7751;21162;-12321;-12321;-12321;-12321;-12321
21160;11859;21163;-12321;-12321;-12321;-12321;-12321
21161;7910;21164;-12321;-12321;-12321;-12321;-12321
21162;18235;21165;-12321;-12321;-12321;-12321;-12321
21163;18264;21166;-12321;-12321;-12321;-12321;-12321
21164;18232;21167;-12321;-12321;-12321;-12321;-12321
21165;9891;21168;-12321;-12321;-12321;-12321;-12321
21166;12033;21169;-12321;-12321;-12321;-12321;-12321
21167;17389;21170;-12321;-12321;-12321;-12321;-12321
21168;12210;21171;-12321;-12321;-12321;-12321;-12321
21169;18304;21172;-12321;-12321;-12321;-12321;-12321
21170;18290;21173;-12321;-12321;-12321;-12321;-12321
21171;18603;21174;-12321;-12321;-12321;-12321;-12321
21172;19218;21175;-12321;-12321;-12321;-12321;-12321
21173;19371;21176;-12321;-12321;-12321;-12321;-12321
21174;18606;21177;-12321;-12321;-12321;-12321;-12321
21175;19405;21178;-12321;-12321;-12321;-12321;-12321
21176;11823;21179;-12321;-12321;-12321;-12321;-12321
21177;10715;21180;-12321;-12321;-12321;-12321;-12321
21178;17388;21181;-12321;-12321;-12321;-12321;-12321
21179;6176;21182;-12321;-12321;-12321;-12321;-12321
21180;18228;21183;-12321;-12321;-12321;-12321;-12321
21181;6304;21184;-12321;-12321;-12321;-12321;-12321
21182;10650;21185;-12321;-12321;-12321;-12321;-12321
21183;11913;21186;-12321;-12321;-12321;-12321;-12321
21184;9244;21187;-12321;-12321;-12321;-12321;-12321
21185;8755;21188;-12321;-12321;-12321;-12321;-12321
21186;8091;21189;-12321;-12321;-12321;-12321;-12321
21187;19409;21190;-12321;-12321;-12321;-12321;-12321
21188;12019;21191;-12321;-12321;-12321;-12321;-12321
21189;7837;21192;-12321;-12321;-12321;-12321;-12321
21190;10935;21193;-12321;-12321;-12321;-12321;-12321
21191;11914;21194;-12321;-12321;-12321;-12321;-12321
21192;17391;21195;-12321;-12321;-12321;-12321;-12321
21193;18261;21196;-12321;-12321;-12321;-12321;-12321
21194;17390;21197;-12321;-12321;-12321;-12321;-12321
21195;18258;21198;-12321;-12321;-12321;-12321;-12321
21196;11100;21199;-12321;-12321;-12321;-12321;-12321
21197;10893;21200;-12321;-12321;-12321;-12321;-12321
21198;10969;21201;-12321;-12321;-12321;-12321;-12321
21199;10894;21202;-12321;-12321;-12321;-12321;-12321
21200;10891;21203;-12321;-12321;-12321;-12321;-12321
21201;10895;21204;-12321;-12321;-12321;-12321;-12321
21202;10896;21205;-12321;-12321;-12321;-12321;-12321
21203;8814;21206;-12321;-12321;-12321;-12321;-12321
21204;9376;21207;-12321;-12321;-12321;-12321;-12321
21205;12526;21208;-12321;-12321;-12321;-12321;-12321
21206;11947;21209;-12321;-12321;-12321;-12321;-12321
21207;8148;21210;-12321;-12321;-12321;-12321;-12321
21208;8138;21211;-12321;-12321;-12321;-12321;-12321
21209;8124;21212;-12321;-12321;-12321;-12321;-12321
21210;19058;21213;-12321;-12321;-12321;-12321;-12321
21211;9839;21214;-12321;-12321;-12321;-12321;-12321
21212;9740;21215;-12321;-12321;-12321;-12321;-12321
21213;9805;21216;-12321;-12321;-12321;-12321;-12321
21214;10518;21217;-12321;-12321;-12321;-12321;-12321
21215;8582;21218;-12321;-12321;-12321;-12321;-12321
21216;12996;21219;-12321;-12321;-12321;-12321;-12321
21217;6070;21220;-12321;-12321;-12321;-12321;-12321
21218;9597;21221;-12321;-12321;-12321;-12321;-12321
21219;8265;21222;-12321;-12321;-12321;-12321;-12321
21220;10539;21223;-12321;-12321;-12321;-12321;-12321
21221;9629;21224;-12321;-12321;-12321;-12321;-12321
21222;17179;21225;-12321;-12321;-12321;-12321;-12321
21223;11009;21226;-12321;-12321;-12321;-12321;-12321
21224;10369;21227;-12321;-12321;-12321;-12321;-12321
21225;7901;21228;-12321;-12321;-12321;-12321;-12321
21226;15127;21229;-12321;-12321;-12321;-12321;-12321
21227;6069;21230;-12321;-12321;-12321;-12321;-12321
21228;9810;21231;-12321;-12321;-12321;-12321;-12321
21229;17412;21232;-12321;-12321;-12321;-12321;-12321
21230;11487;21233;-12321;-12321;-12321;-12321;-12321
21231;9074;21234;-12321;-12321;-12321;-12321;-12321
21232;9870;21235;-12321;-12321;-12321;-12321;-12321
21233;13727;21236;-12321;-12321;-12321;-12321;-12321
21234;6660;21237;-12321;-12321;-12321;-12321;-12321
21235;7513;21238;-12321;-12321;-12321;-12321;-12321
21236;18620;21239;-12321;-12321;-12321;-12321;-12321
21237;7081;21240;-12321;-12321;-12321;-12321;-12321
21238;8107;21241;-12321;-12321;-12321;-12321;-12321
21239;7804;21242;-12321;-12321;-12321;-12321;-12321
21240;8958;21243;0.049619;700;0.88984299;286.9917;700
21241;6681;21244;6.1748002E-2;486.4971;1.523514;234.17999;486.4971
21242;18478;21245;-12321;-12321;-12321;-12321;-12321
21243;7914;21246;-12321;-12321;-12321;-12321;-12321
21244;7808;21247;-12321;-12321;-12321;-12321;-12321
21245;15942;21248;-12321;-12321;-12321;-12321;-12321
21246;9246;21249;-12321;-12321;-12321;-12321;-12321
21247;8919;21250;-12321;-12321;-12321;-12321;-12321
21248;9615;21251;-12321;-12321;-12321;-12321;-12321
21249;10635;21252;-12321;-12321;-12321;-12321;-12321
21250;9727;21253;-12321;-12321;-12321;-12321;-12321
21251;8763;21254;-12321;-12321;-12321;-12321;-12321
21252;13498;21255;-12321;-12321;-12321;-12321;-12321
21253;12477;21256;-12321;-12321;-12321;-12321;-12321
21254;10911;21257;-12321;-12321;-12321;-12321;-12321
21255;7846;21258;-12321;-12321;-12321;-12321;-12321
21256;12246;21259;-12321;-12321;-12321;-12321;-12321
21257;5895;21260;-12321;-12321;-12321;-12321;-12321
21258;10789;21261;-12321;-12321;-12321;-12321;-12321
21259;8694;21262;-12321;-12321;-12321;-12321;-12321
21260;7357;21263;-12321;-12321;-12321;-12321;-12321
21261;19331;21264;-12321;-12321;-12321;-12321;-12321
21262;12894;21265;-12321;-12321;-12321;-12321;-12321
21263;13047;21266;-12321;-12321;-12321;-12321;-12321
21264;13182;21267;-12321;-12321;-12321;-12321;-12321
21265;19328;21268;-12321;-12321;-12321;-12321;-12321
21266;12893;21269;-12321;-12321;-12321;-12321;-12321
21267;13848;21270;-12321;-12321;-12321;-12321;-12321
21268;13722;21271;-12321;-12321;-12321;-12321;-12321
21269;13940;21272;-12321;-12321;-12321;-12321;-12321
21270;19315;21273;-12321;-12321;-12321;-12321;-12321
21271;12938;21274;-12321;-12321;-12321;-12321;-12321
21272;13021;21275;-12321;-12321;-12321;-12321;-12321
21273;19325;21276;-12321;-12321;-12321;-12321;-12321
21274;6770;21277;-12321;-12321;-12321;-12321;-12321
21275;14003;21278;-12321;-12321;-12321;-12321;-12321
21276;13374;21279;-12321;-12321;-12321;-12321;-12321
21277;12742;21280;-12321;-12321;-12321;-12321;-12321
21278;12780;21281;-12321;-12321;-12321;-12321;-12321
21279;19441;21282;-12321;-12321;-12321;-12321;-12321
21280;19316;21283;-12321;-12321;-12321;-12321;-12321
21281;19329;21284;-12321;-12321;-12321;-12321;-12321
21282;19326;21285;-12321;-12321;-12321;-12321;-12321
21283;14220;21286;-12321;-12321;-12321;-12321;-12321
21284;13114;21287;-12321;-12321;-12321;-12321;-12321
21285;13049;21288;-12321;-12321;-12321;-12321;-12321
21286;12782;21289;-12321;-12321;-12321;-12321;-12321
21287;19330;21290;-12321;-12321;-12321;-12321;-12321
21288;13053;21291;-12321;-12321;-12321;-12321;-12321
21289;14318;21292;-12321;-12321;-12321;-12321;-12321
21290;19440;21293;-12321;-12321;-12321;-12321;-12321
21291;19442;21294;-12321;-12321;-12321;-12321;-12321
21292;19439;21295;-12321;-12321;-12321;-12321;-12321
21293;19117;21296;-12321;-12321;-12321;-12321;-12321
21294;11606;21297;-12321;-12321;-12321;-12321;-12321
21295;19327;21298;-12321;-12321;-12321;-12321;-12321
21296;10846;21299;-12321;-12321;-12321;-12321;-12321
21297;12880;21300;-12321;-12321;-12321;-12321;-12321
21298;15042;21301;-12321;-12321;-12321;-12321;-12321
21299;12787;21302;-12321;-12321;-12321;-12321;-12321
21300;13764;21303;-12321;-12321;-12321;-12321;-12321
21301;12781;21304;-12321;-12321;-12321;-12321;-12321
21302;19317;21305;-12321;-12321;-12321;-12321;-12321
21303;19332;21306;-12321;-12321;-12321;-12321;-12321
21304;13412;21307;-12321;-12321;-12321;-12321;-12321
21305;14209;21308;-12321;-12321;-12321;-12321;-12321
21306;19333;21309;-12321;-12321;-12321;-12321;-12321
21307;13413;21310;-12321;-12321;-12321;-12321;-12321
21308;13883;21311;-12321;-12321;-12321;-12321;-12321
21309;14230;21312;-12321;-12321;-12321;-12321;-12321
21310;19334;21313;-12321;-12321;-12321;-12321;-12321
21311;19415;21314;-12321;-12321;-12321;-12321;-12321
21312;10487;21315;-12321;-12321;-12321;-12321;-12321
21313;14208;21316;-12321;-12321;-12321;-12321;-12321
21314;19284;21317;-12321;-12321;-12321;-12321;-12321
21315;7443;21318;-12321;-12321;-12321;-12321;-12321
21316;15292;21319;-12321;-12321;-12321;-12321;-12321
21317;13835;21320;-12321;-12321;-12321;-12321;-12321
21318;5933;21321;-12321;-12321;-12321;-12321;-12321
21319;7990;21322;-12321;-12321;-12321;-12321;-12321
21320;10567;21323;-12321;-12321;-12321;-12321;-12321
21321;13605;21324;-12321;-12321;-12321;-12321;-12321
21322;16097;21325;-12321;-12321;-12321;-12321;-12321
21323;18809;21326;-12321;-12321;-12321;-12321;-12321
21324;8395;21327;-12321;-12321;-12321;-12321;-12321
21325;11661;21328;-12321;-12321;-12321;-12321;-12321
21326;14832;21329;-12321;-12321;-12321;-12321;-12321
21327;15263;21330;-12321;-12321;-12321;-12321;-12321
21328;15259;21331;-12321;-12321;-12321;-12321;-12321
21329;15258;21332;-12321;-12321;-12321;-12321;-12321
21330;15257;21333;-12321;-12321;-12321;-12321;-12321
21331;14733;21334;-12321;-12321;-12321;-12321;-12321
21332;14556;21335;-12321;-12321;-12321;-12321;-12321
21333;14734;21336;-12321;-12321;-12321;-12321;-12321
21334;14513;21337;-12321;-12321;-12321;-12321;-12321
21335;14735;21338;-12321;-12321;-12321;-12321;-12321
21336;14514;21339;-12321;-12321;-12321;-12321;-12321
21337;14515;21340;-12321;-12321;-12321;-12321;-12321
21338;14512;21341;-12321;-12321;-12321;-12321;-12321
21339;14736;21342;-12321;-12321;-12321;-12321;-12321
21340;15174;21343;-12321;-12321;-12321;-12321;-12321
21341;15261;21344;-12321;-12321;-12321;-12321;-12321
21342;15260;21345;-12321;-12321;-12321;-12321;-12321
21343;15308;21346;-12321;-12321;-12321;-12321;-12321
21344;15262;21347;-12321;-12321;-12321;-12321;-12321
21345;15298;21348;-12321;-12321;-12321;-12321;-12321
21346;13168;21349;-12321;-12321;-12321;-12321;-12321
21347;7731;21350;-12321;-12321;-12321;-12321;-12321
21348;13052;21351;-12321;-12321;-12321;-12321;-12321
21349;14510;21352;-12321;-12321;-12321;-12321;-12321
21350;7719;21353;0.051932;431.95001;1.243134;296.582;431.95001
21351;13832;21354;-12321;-12321;-12321;-12321;-12321
21352;8678;21355;-12321;-12321;-12321;-12321;-12321
21353;6754;21356;-12321;-12321;-12321;-12321;-12321
21354;7718;21357;-12321;-12321;-12321;-12321;-12321
21355;6683;21358;-12321;-12321;-12321;-12321;-12321
21356;15299;21359;-12321;-12321;-12321;-12321;-12321
21357;262;21360;5.3525001E-2;401.21371;1.222222;190;401.21371
21358;7716;21361;-12321;-12321;-12321;-12321;-12321
21359;6804;21362;-12321;-12321;-12321;-12321;-12321
21360;18009;21363;-12321;-12321;-12321;-12321;-12321
21361;16881;21364;-12321;-12321;-12321;-12321;-12321
21362;268;21365;5.2087002E-2;385.19125;1.222222;190;385.19125
21363;13313;21366;-12321;-12321;-12321;-12321;-12321
21364;6757;21367;-12321;-12321;-12321;-12321;-12321
21365;263;21368;0.061439;412.44;1.277589;250;410
21366;8204;21369;-12321;-12321;-12321;-12321;-12321
21367;13987;21370;-12321;-12321;-12321;-12321;-12321
21368;6768;21371;-12321;-12321;-12321;-12321;-12321
21369;8191;21372;-12321;-12321;-12321;-12321;-12321
21370;8059;21373;-12321;-12321;-12321;-12321;-12321
21371;269;21374;0.053436;403.84021;1.222222;190;403.84021
21372;15373;21375;-12321;-12321;-12321;-12321;-12321
21373;161;21376;0.101715;800.12842;1.222222;273.14999;800.12842
21374;277;21377;9.4945997E-2;788.98889;1.222222;349.69;788.98889
21375;134;21378;6.1962999E-2;560.5;1.222222;313.75;560.5
21376;153;21379;6.4879999E-2;598.59998;1.222222;177.8;598.59998
21377;5456;21380;7.7287003E-2;552;1.2121;313.75;551.98999
